08-10-2026 11:59:29 RAM 2905/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [1%@729,0%@729,2%@729,1%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.812C soc2@45.25C soc0@45.406C gpu@45.812C tj@45.812C soc1@45.343C VDD_IN 3634mW/3686mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:30 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [4%@729,1%@729,2%@729,6%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.687C soc2@45.343C soc0@45.343C gpu@45.593C tj@45.687C soc1@45.343C VDD_IN 3715mW/3687mW VDD_CPU_GPU_CV 524mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:31 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [1%@1344,0%@1345,0%@729,3%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.531C soc2@45.375C soc0@45.281C gpu@45.593C tj@45.593C soc1@45.406C VDD_IN 3634mW/3686mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:32 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [1%@729,1%@729,0%@729,2%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.5C soc2@45.406C soc0@45.375C gpu@45.562C tj@45.562C soc1@45.437C VDD_IN 3674mW/3686mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:33 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [2%@1346,0%@729,0%@729,1%@729,1%@729,2%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.875C soc2@45.437C soc0@45.375C gpu@45.625C tj@45.875C soc1@45.375C VDD_IN 3674mW/3685mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:34 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [1%@729,0%@729,1%@729,1%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.656C soc2@45.281C soc0@45.406C gpu@45.718C tj@45.718C soc1@45.375C VDD_IN 3634mW/3684mW VDD_CPU_GPU_CV 484mW/494mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:35 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.562C soc2@45.343C soc0@45.375C gpu@45.625C tj@45.625C soc1@45.375C VDD_IN 3674mW/3684mW VDD_CPU_GPU_CV 484mW/493mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:36 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [1%@729,4%@729,0%@729,1%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.468C soc2@45.375C soc0@45.281C gpu@45.593C tj@45.593C soc1@45.375C VDD_IN 3674mW/3684mW VDD_CPU_GPU_CV 484mW/493mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:37 RAM 2904/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.843C soc2@45.468C soc0@45.343C gpu@45.562C tj@45.843C soc1@45.437C VDD_IN 3634mW/3683mW VDD_CPU_GPU_CV 444mW/492mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:38 RAM 2900/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [7%@1342,2%@729,9%@729,2%@729,17%@729,12%@729] EMC_FREQ 3%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.687C soc2@45.312C soc0@45.562C gpu@45.875C tj@45.875C soc1@45.343C VDD_IN 3755mW/3684mW VDD_CPU_GPU_CV 524mW/493mW VDD_SOC 1090mW/1091mW
08-10-2026 11:59:39 RAM 2900/7620MB (lfb 4x4MB) SWAP 0/3810MB (cached 0MB) CPU [0%@729,1%@729,2%@729,1%@729,0%@729,1%@729] EMC_FREQ 2%@665 GR3D_FREQ 0%@[305] NVDEC off NVJPG off NVJPG1 off VIC off OFA off APE 200 cpu@45.625C soc2@45.281C soc0@45.437C gpu@45.562C tj@45.625C soc1@45.375C VDD_IN 3674mW/3684mW VDD_CPU_GPU_CV 484mW/493mW VDD_SOC 1090mW/1091mW
